536,504,0.127278037,0,
407,450,0.125389408,0,
409,462,0.125915109,0,
379,444,0.127355919,0,
381,442,0.127647975,0,
398,444,0.132885514,0,
408,455,0.128076324,0,
400,452,0.132457165,0,
401,447,0.137344237,0,
400,458,0.136273364,0,
399,458,0.13892134,0,
415,456,0.136818536,0,
398,452,0.138337227,0,
399,457,0.133761682,0,
414,469,0.134209502,0,
424,454,0.138531931,0,
435,466,0.140829439,0,
427,467,0.139271807,0,
429,472,0.142387072,0,
443,467,0.145073988,0,
452,469,0.151265576,0,
464,472,0.143477414,0,
459,464,0.145638629,0,
452,476,0.145794393,0,
472,470,0.144548287,0,
445,461,0.145327103,0,
475,470,0.148169782,0,
452,462,0.143983645,0,
447,461,0.143010125,0,
433,465,0.138823988,0,
466,448,0.142406542,0,
488,483,0.143535826,0,
459,463,0.143496885,0,
441,450,0.141296729,0,
492,479,0.146923676,0,
460,465,0.146670561,0,
452,453,0.145073988,0,
473,474,0.147527259,0,
477,473,0.146456386,0,
489,485,0.14135514,0,
496,475,0.145930685,0,
449,483,0.145580218,0,
478,494,0.141569315,0,
513,495,0.147488318,0,
472,468,0.142406542,0,
511,480,0.143594237,0,
489,462,0.145229751,0,
524,465,0.14277648,0,
484,475,0.145443925,0,
529,496,0.147897196,0,
487,449,0.140323209,0,
502,444,0.145482866,0,
487,463,0.144003115,0,
478,472,0.144781931,0,
437,454,0.138278816,0,
449,462,0.140011682,0,
444,459,0.144119938,0,
439,455,0.138785047,0,
436,477,0.143555296,0,
448,480,0.139816978,0,
441,470,0.139797508,0,
431,455,0.142056075,0,
445,475,0.141394081,0,
443,481,0.141394081,0,
434,464,0.143029595,0,
434,455,0.138200935,0,
447,490,0.13991433,0,
447,475,0.136954829,0,
446,478,0.148345016,0,
436,470,0.141199377,0,
437,456,0.1331581,0,
455,467,0.139057632,0,
435,457,0.143613707,0,
454,478,0.141160436,0,
458,487,0.141277259,0,
432,477,0.140011682,0,
461,472,0.146670561,0,
451,463,0.13751947,0,
452,476,0.137636293,0,
476,489,0.141725078,0,
441,476,0.132515576,0,
433,465,0.137694704,0,
462,484,0.142951713,0,
447,471,0.143438474,0,
462,468,0.137538941,0,
459,476,0.136974299,0,
455,475,0.141958723,0,
454,479,0.141102025,0,
465,466,0.137792056,0,
448,459,0.140167445,0,
466,471,0.144275701,0,
445,454,0.144080997,0,
454,467,0.142017134,0,
450,483,0.141549844,0,
431,464,0.143866822,0,
443,475,0.143029595,0,
470,463,0.139933801,0,
429,450,0.14228972,0,
443,464,0.142270249,0,
470,474,0.14232866,0,
458,472,0.144918224,0,
453,484,0.14373053,0,
453,479,0.144996106,0,
481,482,0.144042056,0,
433,469,0.145502336,0,
481,478,0.147955607,0,
459,470,0.146320093,0,
473,478,0.143496885,0,
489,468,0.145619159,0,
506,485,0.148461838,0,
503,472,0.148656542,0,
498,484,0.149630062,0,
436,465,0.147624611,0,
455,467,0.151713396,0,
457,464,0.143905763,0,
421,456,0.150350467,0,
462,466,0.151869159,0,
476,466,0.156503115,0,
459,476,0.148968069,0,
444,465,0.152998442,0,
443,464,0.144178349,0,
438,475,0.149240654,0,
416,455,0.143516355,0,
447,462,0.149279595,0,
432,455,0.148617601,0,
396,461,0.148695483,0,
414,461,0.145015576,0,
407,454,0.148637072,0,
416,455,0.151168224,0,
409,466,0.149863707,0,
444,476,0.149863707,0,
422,462,0.147235202,0,
438,470,0.148851246,0,
413,447,0.149279595,0,
390,453,0.148637072,0,
408,458,0.14661215,0,
410,450,0.148189252,0,
411,473,0.148520249,0,
404,460,0.152297508,0,
425,459,0.147040498,0,
411,454,0.15144081,0,
425,459,0.15095405,0,
412,456,0.148617601,0,
419,452,0.149435358,0,
414,453,0.148812305,0,
444,483,0.153173676,0,
431,467,0.153757788,0,
450,460,0.151479751,0,
444,468,0.153407321,0,
455,471,0.150447819,0,
470,478,0.15626947,0,
460,484,0.149338006,0,
473,475,0.150428349,0,
481,474,0.155704829,0,
483,478,0.15432243,0,
475,474,0.15239486,0,
441,454,0.149727414,0,
426,457,0.150837227,0,
436,472,0.150545171,0,
414,465,0.152609034,0,
426,462,0.150584112,0,
416,464,0.149299065,0,
432,471,0.151966511,0,
427,474,0.147059969,0,
435,465,0.148714953,0,
422,469,0.149610592,0,
439,473,0.152959502,0,
451,486,0.148208723,0,
491,485,0.149922118,0,
480,482,0.149065421,0,
527,485,0.149299065,0,
501,502,0.156775701,0,
532,494,0.153582555,0,
526,483,0.158936916,0,
515,492,0.149844237,0,
489,475,0.150350467,0,
500,502,0.15239486,0,
515,487,0.155373832,0,
499,475,0.150564642,0,
507,508,0.150798287,0,
495,482,0.149240654,0,
508,504,0.151752336,0,
494,504,0.152375389,0,
491,485,0.152297508,0,
511,486,0.153426791,0,
497,481,0.151051402,0,
473,474,0.147975078,0,
496,468,0.151148754,0,
527,502,0.152940031,0,
560,516,0.151246106,0,
578,518,0.149746885,0,
558,531,0.153660436,0,
582,528,0.154926012,0,
576,521,0.153796729,0,
563,499,0.155315421,0,
