860,579,0.152453271,4
654,483,0.155821651,4
574,454,0.153679907,4
646,487,0.156522586,4
663,527,0.159521028,4
693,516,0.156678349,4
660,500,0.158430685,4
589,486,0.158294393,4
590,472,0.163025701,4
593,488,0.168613707,4
645,537,0.173247664,4
682,669,0.17834891,4
722,717,0.182145639,4
743,789,0.185961838,4
795,882,0.192718069,4
815,875,0.194158879,4
893,856,0.196397975,4
911,866,0.199785826,4
963,866,0.200253115,4
908,858,0.199746885,4
939,867,0.200856698,4
980,875,0.199902648,4
960,873,0.198968069,4
951,865,0.201265576,4
932,820,0.197897196,4
916,817,0.197410436,4
954,821,0.199065421,4
957,846,0.198753894,4
971,847,0.199941589,4
957,865,0.197994548,4
980,858,0.197936137,4
922,831,0.194684579,4
970,867,0.199260125,4
990,875,0.199961059,4
936,859,0.195950156,4
947,834,0.194918224,4
974,856,0.197040498,4
969,878,0.199357477,4
946,847,0.199279595,4
980,843,0.194937695,4
909,793,0.193321651,4
954,839,0.193224299,4
971,860,0.196436916,4
980,841,0.196183801,4
979,839,0.195852804,4
979,835,0.197527259,4
986,863,0.200778816,4
998,897,0.202647975,4
1005,906,0.203991433,4
993,862,0.203134735,4
1035,873,0.202278037,4
978,876,0.201771807,4
1021,909,0.203602025,4
995,860,0.202959502,4
1019,907,0.203446262,4
953,854,0.199941589,4
887,829,0.200038941,4
945,869,0.203543614,4
918,824,0.199376947,4
919,814,0.198442368,4
920,851,0.199007009,4
944,901,0.20336838,4
938,843,0.201051402,4
962,903,0.202102804,4
944,904,0.205237539,4
961,845,0.200564642,4
1001,867,0.204614486,4
931,861,0.202667445,4
953,853,0.203894081,4
956,863,0.203913551,4
945,834,0.201888629,4
910,837,0.203971963,4
884,849,0.202531153,4
962,924,0.203076324,4
908,851,0.200992991,4
955,907,0.202609034,4
985,909,0.206133178,4
965,840,0.202044393,4
932,879,0.201577103,4
955,879,0.202745327,4
922,865,0.203602025,4
909,865,0.198987539,4
937,852,0.203095794,4
913,872,0.202920561,4
913,861,0.201518692,4
943,864,0.202219626,4
924,848,0.199493769,4
948,848,0.200642523,4
939,862,0.204536604,4
918,873,0.20288162,4
933,845,0.19953271,4
907,850,0.199376947,4
935,872,0.199669003,4
956,813,0.197254673,4
956,867,0.199785826,4
995,845,0.198520249,4
995,883,0.201810748,4
1004,881,0.203309969,4
951,853,0.200642523,4
1034,861,0.198676012,4
1018,853,0.202686916,4
1061,899,0.20290109,4
1002,876,0.199805296,4
974,839,0.199493769,4
972,839,0.19853972,4
1021,859,0.201479751,4
1041,865,0.202842679,4
984,860,0.201109813,4
1002,899,0.204633956,4
963,839,0.201362928,4
939,829,0.201791277,4
1013,884,0.204867601,4
1017,882,0.20529595,4
1026,885,0.204614486,4
1027,881,0.202706386,4
966,793,0.20144081,4
946,820,0.199610592,4
971,869,0.204069315,4
971,893,0.202920561,4
979,849,0.204439252,4
1016,842,0.203602025,4
984,871,0.205159657,4
988,836,0.199376947,4
869,758,0.196222741,4
923,876,0.200428349,4
911,869,0.200058411,4
934,902,0.203602025,4
970,817,0.201168224,4
949,876,0.204478193,4
900,821,0.201265576,4
932,876,0.203796729,4
962,895,0.201752336,4
891,842,0.201771807,4
902,880,0.204069315,4
903,873,0.201771807,4
895,885,0.207457165,4
887,850,0.204186137,4
944,921,0.207418224,4
877,857,0.202200156,4
925,912,0.207009346,4
869,859,0.204010903,4
855,815,0.200700935,4
858,866,0.202336449,4
903,857,0.204731308,4
877,855,0.203232087,4
849,824,0.202823209,4
907,860,0.201966511,4
893,856,0.203971963,4
932,916,0.204945483,4
920,837,0.20286215,4
925,875,0.207418224,4
932,843,0.205257009,4
