961,888,0.215147975,3
786,831,0.218088006,3
882,843,0.218535826,3
877,812,0.217484424,3
851,845,0.217562305,3
803,778,0.217737539,3
818,808,0.217250779,3
805,826,0.215303738,3
891,858,0.218672118,3
867,834,0.215109034,3
862,826,0.215907321,3
882,881,0.216394081,3
909,868,0.219606698,3
896,851,0.217698598,3
829,830,0.216900312,3
855,835,0.218419003,3
887,841,0.215771028,3
906,882,0.219489875,3
925,912,0.221982087,3
935,915,0.218691589,3
929,930,0.220872274,3
1007,920,0.221047508,3
956,947,0.222644081,3
1005,956,0.223734424,3
961,959,0.223851246,3
1001,907,0.224883178,3
964,926,0.221943146,3
932,860,0.222897196,3
931,886,0.221884735,3
917,880,0.221436916,3
932,867,0.222546729,3
938,923,0.221573209,3
990,941,0.223306075,3
986,912,0.221670561,3
962,894,0.222468847,3
988,915,0.224707944,3
1006,932,0.224844237,3
1024,941,0.225097352,3
1030,946,0.228115265,3
939,900,0.222546729,3
959,908,0.224610592,3
985,923,0.223987539,3
993,931,0.22353972,3
1010,931,0.224941589,3
956,883,0.219976636,3
972,914,0.223890187,3
967,895,0.223169782,3
992,928,0.224474299,3
939,923,0.222293614,3
958,897,0.223890187,3
926,868,0.221709502,3
930,885,0.225311526,3
968,888,0.226888629,3
923,888,0.222799844,3
955,916,0.223831776,3
958,890,0.225214174,3
954,917,0.22595405,3
935,922,0.223831776,3
972,897,0.224688474,3
914,878,0.223753894,3
950,926,0.225992991,3
946,899,0.224727414,3
927,888,0.221475857,3
876,862,0.221105919,3
892,859,0.221359034,3
931,876,0.222566199,3
900,867,0.224357477,3
930,905,0.22353972,3
948,868,0.225739875,3
933,908,0.222313084,3
868,860,0.222566199,3
888,881,0.222877726,3
921,892,0.222916667,3
895,893,0.223870717,3
873,818,0.221884735,3
924,898,0.226674455,3
854,881,0.223325545,3
863,831,0.222429907,3
864,851,0.224941589,3
861,822,0.220463396,3
845,852,0.22114486,3
811,818,0.219314642,3
839,830,0.217679128,3
850,844,0.219781931,3
825,855,0.216374611,3
820,860,0.223150312,3
788,813,0.21588785,3
806,767,0.215245327,3
810,838,0.21972352,3
813,796,0.215829439,3
837,803,0.218457944,3
828,812,0.220482866,3
824,831,0.221125389,3
784,812,0.219976636,3
798,806,0.217620717,3
769,767,0.220969626,3
810,826,0.222838785,3
813,815,0.220852804,3
842,772,0.221884735,3
880,817,0.225253115,3
871,814,0.225720405,3
916,828,0.226888629,3
877,779,0.225895639,3
917,816,0.227239097,3
936,812,0.228796729,3
933,818,0.230899533,3
889,787,0.227764798,3
793,834,0.22741433,3
899,854,0.221904206,3
974,915,0.219042056,3
1035,948,0.220774922,3
1042,938,0.213785047,3
1003,919,0.219178349,3
972,929,0.219003115,3
940,868,0.221203271,3
913,852,0.218847352,3
873,859,0.215712617,3
930,857,0.219334112,3
915,870,0.217581776,3
893,864,0.221183801,3
871,844,0.217017134,3
922,868,0.220249221,3
892,882,0.217601246,3
871,825,0.211818536,3
917,847,0.21588785,3
867,856,0.2144081,3
878,834,0.215225857,3
924,858,0.214154984,3
932,875,0.216218847,3
924,892,0.213317757,3
927,892,0.212792056,3
970,882,0.2125,3
973,927,0.21201324,3
1036,969,0.21103972,3
999,931,0.215031153,3
984,918,0.210806075,3
955,911,0.211682243,3
973,878,0.210845016,3
913,869,0.209559969,3
930,859,0.211351246,3
902,816,0.207340343,3
933,904,0.207963396,3
934,857,0.207496106,3
868,797,0.208060748,3
873,808,0.207573988,3
907,862,0.212149533,3
914,824,0.206795171,3
836,815,0.202647975,3
835,816,0.200545171,3
902,826,0.196203271,3
955,906,0.1980919,3
990,895,0.195424455,3
944,886,0.194840343,3
934,855,0.195035047,3
894,793,0.195502336,3
845,778,0.195774922,3
864,809,0.196495327,3
873,829,0.195716511,3
839,807,0.197176791,3
830,796,0.198403427,3
791,788,0.199376947,3
820,813,0.199785826,3
838,804,0.198987539,3
846,814,0.200584112,3
771,770,0.198617601,3
791,786,0.203504673,3
807,793,0.199746885,3
828,763,0.201226636,3
823,811,0.201187695,3
787,747,0.202200156,3
826,800,0.205841121,3
765,786,0.202998442,3
781,749,0.202531153,3
808,802,0.203407321,3
812,826,0.207359813,3
791,779,0.202706386,3
800,794,0.20578271,3
743,745,0.202297508,3
776,758,0.204556075,3
785,775,0.203426791,3
791,819,0.207028816,3
747,767,0.204380841,3
805,828,0.209287383,3
804,825,0.206425234,3
768,795,0.207827103,3
824,848,0.208800623,3
809,811,0.207963396,3
786,749,0.205607477,3
786,838,0.20819704,3
816,812,0.205841121,3
803,812,0.208820093,3
799,780,0.209443146,3
776,775,0.205996885,3
775,788,0.208761682,3
816,822,0.20819704,3
813,827,0.208625389,3
791,797,0.208138629,3
797,771,0.206834112,3
813,776,0.209345794,3
768,707,0.207320872,3
736,726,0.204633956,3
822,807,0.211331776,3
804,791,0.209735202,3
805,813,0.208372274,3
777,750,0.210903427,3
821,797,0.212071651,3
818,774,0.21105919,3
813,801,0.211818536,3
779,785,0.215031153,3
812,793,0.213278816,3
795,818,0.211740654,3
799,795,0.207846573,3
824,820,0.212305296,3
823,792,0.212753115,3
847,793,0.211935358,3
839,833,0.2105919,3
850,780,0.214330218,3
826,767,0.209813084,3
825,782,0.209754673,3
831,751,0.207281931,3
790,779,0.209365265,3
830,782,0.208683801,3
852,853,0.212383178,3
867,869,0.21633567,3
847,766,0.208586449,3
831,811,0.218088006,3
852,852,0.214758567,3
869,784,0.212383178,3
837,748,0.212285826,3
865,831,0.217718069,3
798,771,0.210767134,3
764,782,0.209793614,3
